Code,Description,ReferenceManufactures,productcode,ProductGUID,bodega_origen,bodega_destino,periodos_consignacion,periodos_sin_asignar,cantidad_disponible,cantidad_negativa,cantidad_a_trasladar,cantidad_pendiente,estado
griredm,CAMISETA GRIS CUELLO REDONDO CON BOLSILLO M,LUCK&LOAD,127560,abf81888-b7d4-483f-a045-a3a34958cae5,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,2.0,1.0,1.0,0.0,completo
jogcafl,JOGGER CAFÉ TALLA L,LUCK&LOAD,127568,c55fa6b8-e4a9-4344-ba5d-51fe580aa4a0,CONSIG01 - Inventario en consignación,Sin asignar,202603,202512,3.0,1.0,1.0,0.0,completo
jogcafm,JOGGER CAFÉ TALLA M,LUCK&LOAD,127570,cc096204-2ce6-4b4b-9a2e-dd7ac78137a5,CONSIG01 - Inventario en consignación,Sin asignar,202510,202602,1.0,1.0,1.0,0.0,completo
jogcafs,JOGGER CAFÉ TALLA S,LUCK&LOAD,127572,f8e2e20f-e8b1-4c17-898d-1a08958d0351,CONSIG01 - Inventario en consignación,Sin asignar,202512,202602,2.0,1.0,1.0,0.0,completo
manteluraba220x150,Mantel Uraba 220x150,ABITA,80702,211a79fd-c830-4239-a710-e7d1fb55d209,CONSIG01 - Inventario en consignación,Sin asignar,202505,202510,1.0,1.0,1.0,0.0,completo
medcneg,MEDIA CORTA NEGRA,LUCK&LOAD,127584,09de8660-a237-4d3e-85c5-39ad021b2d60,CONSIG01 - Inventario en consignación,Sin asignar,202510,202512,3.0,1.0,1.0,0.0,completo
mestod,MESA TODERA METALICA NEGRA,ACIER,139066,71645cfb-c724-483a-8960-82e6b269e5d1,CONSIG01 - Inventario en consignación,Sin asignar,202507,202601,1.0,1.0,1.0,0.0,completo
milazul,CHAQUETA MILITAR NAVAL L,LUCK&LOAD,127593,e7b3e66d-37e5-4e53-a284-1a2bc8eca1f5,CONSIG01 - Inventario en consignación,Sin asignar,202510,202511,1.0,1.0,1.0,0.0,completo
milazum,CHAQUETA MILITAR NAVAL M,LUCK&LOAD,127594,84a9a9bc-0c15-4495-8f3b-f175a02b2be2,CONSIG01 - Inventario en consignación,Sin asignar,202512,202602,2.0,2.0,2.0,0.0,completo
milmill,CHAQUETA MILITAR MILITAR L,LUCK&LOAD,127595,4cb04ed4-3063-4216-b3d1-96445b249baf,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,2.0,1.0,1.0,0.0,completo
milmilm,CHAQUETA MILITAR MILITAR M,LUCK&LOAD,127596,7150bec6-3841-4079-8130-4a073d36ecf0,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,2.0,2.0,2.0,0.0,completo
milnegl,CHAQUETA MILITAR NEGRA L,LUCK&LOAD,127598,301374c9-10d0-4ee1-858c-9e3e8fc031a9,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,2.0,1.0,1.0,0.0,completo
oxfblas,CAMISA OXFORD BLANCO S,LUCK&LOAD,127629,27a1f7f7-ab8b-416b-9ad3-9b6eec96f7b5,CONSIG01 - Inventario en consignación,Sin asignar,202510,202602,1.0,1.0,1.0,0.0,completo
oxfross,CAMISA OXFORD ROSADO S,LUCK&LOAD,127635,ef3ba3c0-532c-48df-9763-4a6b63dc5952,CONSIG01 - Inventario en consignación,Sin asignar,202510,202602,1.0,1.0,1.0,0.0,completo
pinredm,CAMISETA CUELLO REDONDO CON BOLSILLO VERDE PINO TALLA M,LUCK&LOAD,138898,796d2533-2852-44c5-aacb-a97e5cc8df9a,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,1.0,1.0,1.0,0.0,completo
pinredxl,CAMISETA CUELLO REDONDO CON BOLSILLO VERDE PINO TALLA XL,LUCK&LOAD,138899,3cdbc88d-c5bf-4f64-bb87-479b21ee9841,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,1.0,1.0,1.0,0.0,completo
rosredl,CAMISETA ROSADA CUELLO REDONDO CON BOLSILLO L,LUCK&LOAD,127645,6011301c-81d9-4c00-9c10-90e80e242164,CONSIG01 - Inventario en consignación,Sin asignar,202510,202603,1.0,1.0,1.0,0.0,completo
sinbolblal,CAMISETA BLANCA CUELLO REDONDO SIN BOLSILLO L,LUCK&LOAD,127652,cc1956ce-d036-4045-b2d1-84ac61dc88b8,CONSIG01 - Inventario en consignación,Sin asignar,202512,202512,2.0,1.0,1.0,0.0,completo
1020,SAN JUAN CUADROS 15X15,ARBIF,24065,b44c696d-a47a-43ef-b912-9298c75071c6,CONSIG01 - Inventario en consignación,Sin asignar,202509,202602,1.0,2.0,1.0,1.0,parcial
201307DIAMANTE,DIAMANTE CATTLEYA-GRANITO DIAMANTE,FORA,81600,b1a28d72-c6f4-475f-87e6-d1b18681d6a0,CONSIG01 - Inventario en consignación,Sin asignar,202512,202601,1.0,2.0,1.0,1.0,parcial
CUEBOR1909,Cuelga Gafas Cuero Bordado Flamingo,SAJU,63893,4067e3ef-bdbd-4e81-b2d3-85b25a8ba391,CONSIG01 - Inventario en consignación,Sin asignar,202507,202512,2.0,3.0,2.0,1.0,parcial
MAGDALENA-ARMLESS-SILLA,MAGDALENA ARMLESS TAPIZADO CORDON CIENAGUERO,TUCURINCA CONS,92444,61c1a786-242b-4572-855f-fdd0e7a326b6,CONSIG01 - Inventario en consignación,Sin asignar,202504,202509,6.0,7.0,6.0,1.0,parcial
MSZ001,MARGARITA STUD-ZAF/EARRINGS/ARETES,FENOMENA,63298,a9e6e1ed-c61d-4a4d-871d-280222d69e0c,CONSIG01 - Inventario en consignación,Sin asignar,202501,202510,1.0,2.0,1.0,1.0,parcial
ORIR0061-T6,ANILLO BANG/RING/ANILLO,FENOMENA,63306,f038cff5-1512-4049-8c56-a327e52eba6e,CONSIG01 - Inventario en consignación,Sin asignar,202501,202510,1.0,2.0,1.0,1.0,parcial
SCLACH,SERVILLETA CLASICA BEIGE,ABITA,78296,8b7ccbe9-4943-48c7-bc84-fbbf9b7d8c80,CONSIG01 - Inventario en consignación,Sin asignar,202504,202504,1.0,2.0,1.0,1.0,parcial
VI-VA-BR-NA-SE-04,VASO BRUMA NATURAL SET X4,ZORRO Y JAGUAR,28832,56bf8a4e-a1b2-49f2-9e42-aba9716a3f36,CONSIG01 - Inventario en consignación,Sin asignar,202511,202602,6.0,7.0,6.0,1.0,parcial
01010305,CAMISA MANGA LARGA CAQUI XL,LEKAMP SAS,91693,116292c5-27db-45ed-8b46-2eb9b533cfa6,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
01010406,CAMISA MANGA LARGA GRIS XXL,LEKAMP,138548,b01a0bd4-a166-4df2-b2e2-29751658b1f1,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
01010603,CAMISA MANGA LARGA NEGRA M,LEKAMP SAS,125362,a43be424-9a22-4da5-a7d9-dc5857b194e7,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
01010706,CAMISA MANGA LARGA CELESTE XXL,LEKAMP SAS,91924,079c3e59-b8ab-4c59-9af4-b49f153f9a27,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
1060,SAN JUAN NUDOS 15 X 15,ARBIF,23366,fd4d9132-3b3d-497d-b5c8-80e4e3f5ec8c,CONSIG01 - Inventario en consignación,Sin asignar,,202511,0.0,2.0,0.0,2.0,sin_stock
1121,SAN JUAN FRUTERO CUADROS 35X12,ARBIF,139133,99353036-19ac-4f5f-a04d-484c7ed6fff2,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
200610ARENA,MATERA MAO LISA ARENA,FORA,78366,165687fc-95d7-4564-b6b7-e99450c7b9cd,CONSIG01 - Inventario en consignación,Sin asignar,,202505,0.0,1.0,0.0,1.0,sin_stock
3103,SANDONA 17X17 ZIGZAG BLANCO Y VINOTINTO,ARBIF,139129,522d1bc1-10dc-4621-a5da-3c363a47276a,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
3132,SANDONA 15X15 CUADROS BLANCO Y AZUL,ARBIF,139127,5b492ebc-5f36-418c-87dd-b9015623c6e5,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
3201,SANDONA FRUTERO VERDE Y BLANCO,ARBIF,125773,71cf9dbe-7a9d-41a2-885d-f633a4386db1,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
4637,BARI MOCHILA ABANICO AZUL M,ARBIF,125811,ced91ef6-be10-48aa-aba3-02c887b56fde,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
4803,BARI PANERA CON TAPA MORENO NATURAL,ARBIF,125778,dc68fdbf-8471-4604-bb43-33fe2703e697,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
4923,BARI INDIVIDUAL FLOR MORENO NATURAL,ARBIF,125786,f169a332-4824-4a05-9107-c7378cf9f18b,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,10.0,0.0,10.0,sin_stock
4962,BARI INDIVIDUAL FLECOS MORENO NATURAL Y AZUL M,ARBIF,125791,e92b6db8-2411-42f8-b09d-d32bcaf37dc7,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,6.0,0.0,6.0,sin_stock
4991,BARI SERVILLETERO MORENO NATURAL,ARBIF,139105,4b6699da-0a31-4417-ae70-06846a197bc1,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,12.0,0.0,12.0,sin_stock
4993,BARI SERVILLETERO AZUL M,ARBIF,139107,13702b27-b667-416d-85e2-4e892f7505e1,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,8.0,0.0,8.0,sin_stock
4994,BARI PORTAVASOS CROCHET MORENO NATURAL,ARBIF,139118,adbc698b-164b-482e-b60f-c3e59d9ad447,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,6.0,0.0,6.0,sin_stock
90*57,FOTO- CEBRA SIMETRIA,MARTIN JARAMILLO,29804,a3ecc248-e2db-408e-b237-a4debe37a3b0,CONSIG01 - Inventario en consignación,Sin asignar,,202507,0.0,1.0,0.0,1.0,sin_stock
AHD-PF-01,PUFF SILO LISO,ALELI,79907,c6459e24-235c-47eb-b75a-90b819ac2c3e,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
AQ018,TOPOS TENNIS MEDIOS,FENOMENA,126472,40709435-3841-4f2c-a1d5-c22e247129f9,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
ARTEMISABOWL,ARTEMISA BOWL,KALA Y GRECO,114714,fd6be80c-398c-4608-a3cf-81312f5cb63e,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
BBCMNB,BARI BOLSO CACTUS MORENO NATURAL Y BLANCO,ARBIF,27434,7984c670-31af-4558-a438-baf293598aed,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
C1032E002,1032 EARCUFF,FENOMENA,91988,a1b9738b-b07b-4fde-8e9a-6bfdc8552e64,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
CAMMSAGEROSE,CAMINO DE MESA SAGE ROSE 200 X 42 CMS,ABITA,127733,681e9f1b-8f43-4a2b-bd8e-7e283db20cde,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
CARTUSELVAJAGUAR,CARTUCHERA DE LONA CON DISEÑO SELVA JAGUAR,ESCRIBANA,79971,9fde3013-53b1-4548-b2ef-e2689642b2c7,CONSIG01 - Inventario en consignación,Sin asignar,,202508,0.0,1.0,0.0,1.0,sin_stock
CBURSA210X42,CAMINO BURSA 210 X 42,ABITA,23516,5377c854-4c54-4cd3-bb28-808813a1ba80,CONSIG01 - Inventario en consignación,Sin asignar,,202501,0.0,1.0,0.0,1.0,sin_stock
COJINUMAVERDE,COJIN UMA VERDE,ABITA,102781,5c282b92-f6be-4fab-854c-5e246a09d64d,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
COLPOL,COLUMNA POLIN,ELSA URIBE,80179,6db2b2ca-fca2-421b-b099-3da857f375e8,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
CTALAVERA250X67,CAMINO TALAVERA 250 X 67,ABITA,23429,78c1ed01-b163-4d37-8059-29fcd1cc4cb6,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
CURABA250*67,CAMINO URABA 250*67,ABITA,125600,a51a8400-103c-4d6a-ae20-d963d3ebd816,CONSIG01 - Inventario en consignación,Sin asignar,,202509,0.0,1.0,0.0,1.0,sin_stock
EMBALG,EMBUDO ALGODON,VERDE NEGRO,76297,ae8e47f2-cb77-4535-b9a1-2937c9b7b5e1,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
ESPNIE,ESPRESSO NIEVE,VERDE NEGRO,77166,c44fd3c1-812f-4237-a060-685a160feea4,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
ESPPANT,Espresso Pantano,VERDE  NEGRO,77168,7a0ea099-6cf4-4c91-b480-00ab0f37b49a,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,2.0,0.0,2.0,sin_stock
IndividualLaberintos,Individual Laberintos set x 4,ABITA,80711,7bbb124b-3df6-4d40-bc18-8417e01b2166,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
JARMOSC,JARRON MOSCU,OBRA NEGRA,23511,bab8838c-40e2-47c8-8484-b6c1b8350270,CONSIG01 - Inventario en consignación,Sin asignar,,202509,0.0,1.0,0.0,1.0,sin_stock
JG50616-001,SET 6 VASOS VIDRIO ACANALADO 14 ONZAS,ALUMAR SAS,138926,9a0998a2-b279-4442-8b93-87b6bda20758,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,6.0,0.0,6.0,sin_stock
KF002,KIT DE FRUTAS PARTIDAS,TINELA,27677,463bca0c-3bbe-4954-98e0-53ad1308fe5b,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
LUPLP002,GAFAS DE SOL LUP ARMY GREEN,SAJU,126850,25cfaf50-3ea4-4884-b219-e5b86bed8a14,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
Lampara-de-piso-zinto,Lampara de piso Zinto,TUCURINCA CONSIGNACION,139082,271ab578-bd65-4411-8aad-ea266c32a1f3,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
MALAB220*150,MANTEL LABERINTOS 220 x 150,ABITA,24221,d3d56a59-b953-4c4c-b482-e1b276de0b00,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
MANDRAGO220*150,MANTEL DRAGONFLIES 220*150,ABITA,40821,ddc7d892-9620-4e1f-99a6-f3255be6f6ec,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
MANTELBERENJENA220X150,Mantel Paralel Berenjena 220x150,ABITA,114972,3eeb7845-5823-4bb1-bca2-250ab9a63080,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
MANTELHIEDRA,Mantel Hiedra 250x150,ABITA,77359,9fe71465-9885-4863-adef-9904db89deea,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,2.0,0.0,2.0,sin_stock
MANTELHONEY,Mantel Honeybee 220x150,ABITA,77356,b217c26a-b603-416a-9156-ec2b4faa3c19,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
MATERAADRIADES,MATERA ADRIADES,KALA Y GRECO,114715,dafe33fb-6650-4e62-bae4-4f7a8093c12e,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
MESATP,MESA NSAMAN PEQUEÑA,Mesas Naturales,103834,7dd59f73-6275-4c6d-96a0-ecef3f9018d8,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
MINIJARRANOCHE,MINI JARRA NOCHE,ZORRO Y JAGUAR,80941,3a2d12e6-f4bd-4c42-bd0a-2c25f7a149b1,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,2.0,0.0,2.0,sin_stock
MUG15ONZASNIEVE,MUG 15 ONZAS NIEVE,VERDE NEGRO,115079,e75ec677-139b-4703-948c-9d5ee724bd1a,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
PETOV,Peto Verde,BYO,62049,199ad6f1-c1f5-45e0-b351-b9ef440f46c2,CONSIG01 - Inventario en consignación,Sin asignar,,202506,0.0,1.0,0.0,1.0,sin_stock
PONMICPP,PONCHO MICROFIBRA Pixel Party Talla 2 a 5,PONCHO KIDZ,139229,385755ef-7e58-488c-a429-2ab1d2e0596d,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
PRE002,PROVIDENCIAMIDROUND/EARRIN,FENOMENA,63310,3f17d85a-0482-4a52-a504-a5ad4ca22df0,CONSIG01 - Inventario en consignación,Sin asignar,,202503,0.0,1.0,0.0,1.0,sin_stock
REF002V,JARDINERA ADA VERDE OLIVA 3 A 6 MESES,LA TUTU,139379,0b8adeb0-3929-4a89-85ef-2f6a1d700d35,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
REF009,SHORT AGUS VERDE OLIVA 3 A 6 MESES,LA TUTU,139393,a6308935-1a26-49b3-b2f3-ade018a7190f,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
REF025I3,GUAYABERA IVORY (CREMA) 3 A 6 MESES,LA TUTU,139384,2771480a-54c5-41be-95f5-876e51460a78,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
REF0313,CAMISETA DE NIÑO BLANCA 3 A 4 AÑOS,LA TUTU,139364,33337b13-5a1a-4b46-baec-fd3f4564acac,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
RL014,Refill agua de linos 1000 mL - Playa Bonita,HILALMA,77270,de062f4a-ef44-4dde-a0f7-6956030fa5d1,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
RL016,Refill agua de linos 1000 mL - Dulce de Vainilla,HILALMA,77264,88a9939a-2373-42c2-95f8-04e9d4ee2e1e,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
RL019,Refill agua de linos 1000 mL - Watermelon Sugar,HILALMA,77271,0ff0264e-3989-452c-be4a-a85fadd09e7c,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
RO015,TOPOS CORONA,FENOMENA,139285,66b7bdaf-055c-4d88-abb2-4ffd0fcd106b,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
SALSIL2006,Salva Mugre Rosa,SAJU,63913,6a93ce55-dd3e-4568-95d8-b830206e7de1,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
SAMANPATAHIERRO,COMEDOR SAMAN PATAS METALICAS,MESAS NATURALES,128084,a53f66ad-7708-41e1-af12-af4a3395deda,CONSIG01 - Inventario en consignación,Sin asignar,,202511,0.0,1.0,0.0,1.0,sin_stock
SANJBACUA20X20,SAN JUAN BARRIL CUADROS 20 X 20,ARBIF,23373,1695e564-4f06-4ee9-a619-3b8cf3d64d56,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
SERVIFLORABEIGE,Servilletero Flora Beige set x 4,ABITA,77362,e1a4cecf-2a8a-47a3-ac43-db2a7b01937e,CONSIG01 - Inventario en consignación,Sin asignar,,202507,0.0,1.0,0.0,1.0,sin_stock
SETX4VI-VA-OC-BI-SE-VASOSOCASO,VASO OCASO SET X4,ZORRO Y JAGUAR,80938,50232a39-383c-4c04-bb1d-95e0b31f6d88,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
TAR-REG-001,TARJETAS DE NAVIDAD CLASSIC CHRISTMAS,PAPILU,127971,2d973d7f-3361-4761-a6cc-fd31b8df39e7,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,2.0,0.0,2.0,sin_stock
TAZAL,TAZA ALGODON,VERDE NEGRO,76304,96e8fe3c-635f-43d6-9220-2411ff5aa94f,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
TAZNIE,Taza Nieve,VERDE NEGRO,40762,93f8ef87-ed5c-44cf-97a4-0a715392e0a2,CONSIG01 - Inventario en consignación,Sin asignar,,202512,0.0,1.0,0.0,1.0,sin_stock
TOALLAADULTOSTRIPEMOTION,TOALLA ADULTO STRIPE MOTION,PONCHO,114859,070a2e39-4c8f-421a-a112-2261cff9506f,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
TORTIIKATROJA,TORTILLERO CON CANASTA IKAT ROJA,ABITA,126197,2f291339-4b68-4346-919e-78272420fa3c,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
TORTILLEROCANASTAPALMAAGUA,TORTILLERO CON CANASTA PALMAS AGUA,ABITA,126200,45c73e9a-07e9-4a00-b9ad-09d1e985cb70,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
V155,Vela Artesanal 300 g - Aurora en Fiesta,HILALMA,139099,2515ca4c-80da-4715-abcf-d5c01f7ef541,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR036,Difusor Varitas 100 mL - Watermelon Sugar,Hilalma,103480,a2d4e4d4-36d3-41d2-af56-07f4dc2a4986,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,2.0,0.0,2.0,sin_stock
VAR076,Refill Difusor Varitas 300 mL - Dulce de Vainilla,HILALMA,77273,413711d2-3692-4633-ab0e-80406fdfcb30,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR077,Refill Difusor Varitas 300 mL - Granada,HILALMA,77274,0c420af4-c610-4e9a-b60b-4e4a5ff75979,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR078,Refill Difusor Varitas 300 mL - Jardín Rosé,HILALMA,77275,b81dc5e1-8caf-4cf6-a4c5-8a86f6680d63,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR079,Refill Difusor Varitas 300 mL - Magia Oriental,HILALMA,77276,bde33ef7-8dfa-4858-b2c2-38dc60692265,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR082,Refill Difusor Varitas 300 mL - Playa Bonita,HILALMA,77279,b2490442-816f-4bc3-a738-51d63f71205a,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR083,Refill Difusor Varitas 300 mL - Watermelon Sugar,HILALMA,77280,8850bc5b-5501-4230-ac7c-6602e92641f3,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR106,Refill Difusor Varitas 300 mL - Alma de Oriente,HILALMA,127722,04b3ef4b-41ba-4112-811a-d3ef80ca7a5c,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VAR107,Refill Difusor Varitas 300 mL - Ambar de Nuit,HILALMA,127725,406facfb-4499-4e25-939e-bc47fd170cba,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VELON_COR,VELON CORTO BEELA,ALEJANDRA ANDRADE,138966,28e000ca-8a5e-48d8-be16-58e3ddc5dba0,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
VESTMC,Vestido Midi Crudo,BYO,62045,4202c562-9a5c-46ea-b080-280b9a89cb95,CONSIG01 - Inventario en consignación,Sin asignar,,202506,0.0,1.0,0.0,1.0,sin_stock
VESTT,Vestido Terra Terracota,BYO,62042,fcbcde1d-3557-4047-97c9-81cb7dd599e1,CONSIG01 - Inventario en consignación,Sin asignar,,202506,0.0,1.0,0.0,1.0,sin_stock
VI-FL-LL-NA-UN-01,FLORERO DE LLORENTE,ZORRO Y JAGUAR,23487,11f9d04d-2ed8-4d1f-8770-da08f3bb6610,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,2.0,0.0,2.0,sin_stock
VI-SH-OC-AM-SE-04,SHOT ANOCHECER AMBAR SET X4,ZORRO Y JAGUAR,80943,4ce63a9e-1237-4d02-9c8d-17c37295a74e,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
VI-SH-OC-NA-SE-04,SHOT ATARDECER NATURAL SET X4,ZORRO Y JAGUAR,80942,12e96ca9-5536-4243-b938-dc0a58e373a6,CONSIG01 - Inventario en consignación,Sin asignar,,202603,0.0,1.0,0.0,1.0,sin_stock
blinoverl,BERMUDA LINO VERDE L,LUCK&LOAD,139963,b9e13801-471d-4592-bc7f-e6602b75e680,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
buznegl,BUZO CUELLO REDONDO NEGRO L,LUCK&LOAD,127538,729aa2f6-9d61-4c73-95c4-a8723162610a,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
buznegm,BUZO CUELLO REDONDO NEGRO M,LUCK&LOAD,127539,cd008cf6-d04e-4e26-b6ba-f8d5e6f772d5,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
clinoazul,CAMISA LINO AZUL L,LUCK&LOAD,139967,4307a46c-5051-431c-a284-b6d2ee19b80d,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
clinoverl,CAMISA LINO VERDE L,LUCK&LOAD,139964,f4e1cb91-c28c-4b43-a2f0-71e0d59377e1,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
denbeim,CHAQUETA OBRERA BEIGE M,LUCK&LOAD,139484,4922d5d1-0b0c-44e8-ae63-04b95d6323a2,CONSIG01 - Inventario en consignación,Sin asignar,,202601,0.0,1.0,0.0,1.0,sin_stock
detnegm,CHAQUETA DETROIT NEGRA M,LUCK&LOAD,127555,aa95b427-8363-4ce4-b652-3e31585ddcb3,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,2.0,0.0,2.0,sin_stock
harazul,CHAQUETA HARRIGTON AZUL L,LUCK&LOAD,128142,f41ec161-9a57-470f-85e7-77cab600f070,CONSIG01 - Inventario en consignación,Sin asignar,,202602,0.0,1.0,0.0,1.0,sin_stock
